what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174254369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174413458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174465909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1398174517989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174518000
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398174518077
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398174518093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174570464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174586664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174589489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174590561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174591432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174609633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398174611021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174613538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398174614807
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1398174631981
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1398174632321
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1398174632479
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1398174632508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.quickAccess",1398174632594
