what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1398258338448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398258338460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1398258378658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398258380752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398258437747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398259264551
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1398259265991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398259266007
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1398259267774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398259523001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398259527609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398259532803
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398259533907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398259533923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1398259536740
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261339602
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1398261345075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.quickAccess",1398261345252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261345265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261356158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261356258
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.extract.interface",1398261401591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261401604
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398261410617
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1398261420421
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261422940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261429008
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1398261430433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261430463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261432753
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261447292
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261447313
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1398261447313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261447328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261480601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1398261530656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261530679
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261530798
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261530815
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1398261537567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261580038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1398261610333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261610347
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261610440
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261610457
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1398261613824
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1398261616034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1398261637702
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1398261659095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1398261660716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261670622
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1398261671725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261671740
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261683151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261683364
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261683505
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398261683732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261705418
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1398261755214
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.modify.method.parameters",1398261791383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398261791398
